city,latitude,longitude,year,month,temp_mean_c,temp_min_c,temp_max_c,temp_range_c,precip_total_mm,precip_days,precip_max_day,humidity_mean,wind_mean_ms,solar_mean_mj
garissa,-0.47,39.64,2024,8,26.82,25.94,28.04,2.1,12.84,16,3.28,59.35,6.07,19.07
garissa,-0.47,39.64,2024,9,27.99,26.87,28.99,2.12,3.03,12,0.48,56.64,6.06,22.36
garissa,-0.47,39.64,2024,10,29.39,28.23,31.11,2.88,4.92,11,1.83,54.69,4.99,23.14
garissa,-0.47,39.64,2024,11,28.4,26.73,30.69,3.96,150.41,30,17.71,68.76,2.57,19.68
garissa,-0.47,39.64,2024,12,29.6,27.48,30.78,3.3,12.37,16,2.41,57.45,2.38,19.4
kakamega,0.28,34.75,2010,1,18.68,16.4,20.23,3.83,102.02,18,26.34,68.17,2.82,22.8
kakamega,0.28,34.75,2010,2,19.88,17.46,21.35,3.89,162.66,24,36.26,69.91,2.48,20.08
kakamega,0.28,34.75,2010,3,19.39,17.78,20.9,3.12,204.49,29,19.97,77.2,2.55,21.49
kakamega,0.28,34.75,2010,4,19.66,17.99,21.39,3.4,284.48,29,20.89,79.49,1.79,21.12
kakamega,0.28,34.75,2010,5,19.02,17.4,20.26,2.86,302.99,31,29.23,82.86,0.99,20.13
kakamega,0.28,34.75,2010,6,18.33,17.14,19.62,2.48,108.88,30,7.79,81.89,0.75,19.44
kakamega,0.28,34.75,2010,7,17.45,15.97,18.69,2.72,158.45,26,15.77,82.51,1.07,18.3
kakamega,0.28,34.75,2010,8,17.8,16.18,19.3,3.12,135.13,31,17.0,81.14,1.13,19.5
kakamega,0.28,34.75,2010,9,18.58,16.98,19.32,2.34,189.35,30,17.94,79.11,0.81,20.96
kakamega,0.28,34.75,2010,10,18.78,17.33,20.03,2.7,192.77,31,20.27,79.07,1.31,20.57
kakamega,0.28,34.75,2010,11,18.48,17.8,19.09,1.29,99.92,28,12.45,78.82,2.53,21.53
kakamega,0.28,34.75,2010,12,18.14,16.89,19.1,2.21,41.04,25,6.08,70.78,2.29,21.77
kakamega,0.28,34.75,2011,1,18.99,17.88,20.69,2.81,14.89,15,2.61,62.69,2.62,23.41
kakamega,0.28,34.75,2011,2,20.25,18.79,21.2,2.41,29.13,14,8.49,54.42,2.55,24.55
kakamega,0.28,34.75,2011,3,20.48,17.7,22.15,4.45,185.06,23,22.6,64.86,2.1,22.6
kakamega,0.28,34.75,2011,4,20.43,17.92,21.8,3.88,203.21,24,33.88,68.74,2.15,23.36
kakamega,0.28,34.75,2011,5,19.03,16.57,20.06,3.49,284.1,31,23.86,80.61,0.88,20.63
kakamega,0.28,34.75,2011,6,17.82,15.79,19.4,3.61,163.34,30,11.68,84.92,0.99,18.27
kakamega,0.28,34.75,2011,7,17.84,16.34,19.44,3.1,126.1,30,16.31,79.99,0.91,19.49
kakamega,0.28,34.75,2011,8,17.4,16.21,18.75,2.54,260.35,31,37.69,83.87,1.13,18.91
kakamega,0.28,34.75,2011,9,18.26,16.59,19.87,3.28,168.48,30,15.28,80.7,0.98,20.29
kakamega,0.28,34.75,2011,10,18.64,17.18,19.6,2.42,249.06,31,28.56,80.15,1.52,21.05
kakamega,0.28,34.75,2011,11,17.75,16.55,18.67,2.12,367.56,30,38.82,85.33,1.6,18.73
kakamega,0.28,34.75,2011,12,17.44,16.07,18.73,2.66,59.75,27,31.57,79.22,2.38,21.67
kakamega,0.28,34.75,2012,1,17.63,15.59,18.43,2.84,2.15,4,0.6,66.01,2.69,25.13
kakamega,0.28,34.75,2012,2,18.84,16.64,19.99,3.35,28.91,9,9.38,64.19,3.23,24.36
kakamega,0.28,34.75,2012,3,20.25,18.51,22.31,3.8,38.26,12,13.41,60.4,2.41,24.01
kakamega,0.28,34.75,2012,4,18.83,15.92,20.82,4.9,426.14,30,53.81,79.98,1.41,19.31
kakamega,0.28,34.75,2012,5,18.47,16.73,19.68,2.95,297.58,30,28.18,82.27,0.89,20.76
kakamega,0.28,34.75,2012,6,17.64,15.47,19.35,3.88,207.06,30,23.08,83.81,0.88,18.24
kakamega,0.28,34.75,2012,7,16.99,15.94,17.98,2.04,112.33,31,12.17,84.98,1.25,17.99
kakamega,0.28,34.75,2012,8,17.51,16.59,18.53,1.94,201.27,31,16.07,82.62,1.07,19.69
kakamega,0.28,34.75,2012,9,18.26,17.0,19.15,2.15,218.41,30,21.21,79.49,0.92,21.54
kakamega,0.28,34.75,2012,10,18.58,16.72,19.29,2.57,208.17,31,21.4,79.52,1.84,21.56
kakamega,0.28,34.75,2012,11,18.39,17.61,19.32,1.71,268.32,27,57.35,82.63,1.92,21.18
kakamega,0.28,34.75,2012,12,18.22,17.04,19.13,2.09,151.03,30,25.93,81.24,2.48,19.85
kakamega,0.28,34.75,2013,1,18.57,17.2,19.47,2.27,48.87,20,19.36,74.97,2.64,22.48
kakamega,0.28,34.75,2013,2,19.34,17.78,20.69,2.91,14.55,9,4.24,67.06,2.81,23.61
kakamega,0.28,34.75,2013,3,20.31,18.35,21.43,3.08,197.66,24,32.4,71.72,2.09,21.9
kakamega,0.28,34.75,2013,4,18.87,17.32,19.74,2.42,397.36,30,52.83,83.13,1.13,21.02
kakamega,0.28,34.75,2013,5,18.77,17.04,19.84,2.8,215.78,30,36.34,80.38,0.83,21.84
kakamega,0.28,34.75,2013,6,17.92,16.7,18.91,2.21,78.97,30,5.99,83.07,0.88,18.83
kakamega,0.28,34.75,2013,7,17.16,15.7,18.5,2.8,98.37,30,9.67,80.31,1.09,19.6
kakamega,0.28,34.75,2013,8,17.5,16.17,18.8,2.63,204.26,31,17.85,83.34,1.03,19.85
kakamega,0.28,34.75,2013,9,18.51,16.66,19.92,3.26,202.76,30,23.04,79.31,0.97,22.0
kakamega,0.28,34.75,2013,10,18.58,17.62,19.31,1.69,149.22,31,15.62,78.95,1.44,21.77
kakamega,0.28,34.75,2013,11,18.41,16.99,19.5,2.51,137.77,29,19.02,81.31,2.31,20.89
kakamega,0.28,34.75,2013,12,18.12,17.01,19.1,2.09,94.03,28,25.95,77.31,2.3,20.15
kakamega,0.28,34.75,2014,1,19.01,17.72,19.99,2.27,9.7,14,2.02,66.73,2.57,23.52
kakamega,0.28,34.75,2014,2,19.82,18.49,20.63,2.14,49.64,21,11.33,66.93,2.2,22.16
kakamega,0.28,34.75,2014,3,20.4,16.54,22.2,5.66,131.49,19,55.75,66.51,2.59,22.7
kakamega,0.28,34.75,2014,4,20.32,19.24,21.88,2.64,88.11,23,14.49,71.39,1.93,22.96
kakamega,0.28,34.75,2014,5,19.43,18.03,21.1,3.07,227.95,30,26.71,79.4,0.92,20.71
kakamega,0.28,34.75,2014,6,18.57,17.2,19.89,2.69,132.55,30,19.11,80.12,0.81,19.44
kakamega,0.28,34.75,2014,7,17.91,16.53,19.14,2.61,130.11,31,13.76,81.24,1.01,18.92
kakamega,0.28,34.75,2014,8,17.53,16.1,19.49,3.39,160.75,31,15.05,82.62,0.91,19.67
kakamega,0.28,34.75,2014,9,18.76,16.58,20.0,3.42,146.68,26,19.09,77.27,0.83,21.92
kakamega,0.28,34.75,2014,10,18.75,16.96,19.95,2.99,283.7,30,35.98,80.39,1.27,21.19
kakamega,0.28,34.75,2014,11,18.6,17.33,19.53,2.2,128.73,30,12.98,80.73,2.14,20.72
kakamega,0.28,34.75,2014,12,18.31,16.72,19.08,2.36,70.61,28,13.71,74.26,2.69,21.87
kakamega,0.28,34.75,2015,1,18.57,16.75,19.72,2.97,2.37,6,1.25,57.27,2.39,24.55
kakamega,0.28,34.75,2015,2,21.03,18.83,21.85,3.02,29.42,9,12.58,55.29,2.59,23.68
kakamega,0.28,34.75,2015,3,21.79,19.6,23.65,4.05,61.61,16,12.73,51.56,3.45,24.32
kakamega,0.28,34.75,2015,4,19.32,17.21,21.64,4.43,289.62,28,55.92,79.08,1.29,20.35
kakamega,0.28,34.75,2015,5,18.95,17.15,20.21,3.06,336.24,31,44.18,82.01,0.94,20.47
kakamega,0.28,34.75,2015,6,18.14,16.93,19.44,2.51,271.56,30,36.5,83.7,0.9,18.43
kakamega,0.28,34.75,2015,7,18.18,16.62,19.73,3.11,139.39,24,22.22,79.49,1.0,20.46
kakamega,0.28,34.75,2015,8,18.88,17.57,19.88,2.31,130.09,31,21.63,76.1,0.81,22.27
kakamega,0.28,34.75,2015,9,19.47,16.42,20.49,4.07,139.84,30,21.63,74.29,0.84,22.67
kakamega,0.28,34.75,2015,10,19.6,18.57,20.54,1.97,169.37,28,16.98,77.34,1.43,20.96
kakamega,0.28,34.75,2015,11,18.67,17.6,19.63,2.03,357.77,30,73.85,83.45,1.67,19.72
kakamega,0.28,34.75,2015,12,18.43,17.19,19.6,2.41,137.94,28,34.96,80.59,2.27,20.18
kakamega,0.28,34.75,2016,1,19.03,18.18,19.84,1.66,78.13,28,20.92,76.9,2.12,19.73
kakamega,0.28,34.75,2016,2,19.69,18.18,21.12,2.94,13.82,12,3.82,66.3,2.74,23.58
kakamega,0.28,34.75,2016,3,21.39,19.22,22.93,3.71,62.85,21,15.19,66.11,2.56,24.06
kakamega,0.28,34.75,2016,4,19.99,17.35,21.34,3.99,386.33,30,52.41,80.58,1.35,20.34
kakamega,0.28,34.75,2016,5,18.73,17.19,19.97,2.78,263.61,31,49.89,83.61,1.02,20.3
kakamega,0.28,34.75,2016,6,18.03,15.87,19.63,3.76,175.24,29,25.04,79.94,1.03,19.62
kakamega,0.28,34.75,2016,7,17.46,16.6,18.28,1.68,262.78,31,36.15,84.25,1.16,18.67
kakamega,0.28,34.75,2016,8,17.97,16.27,19.06,2.79,154.89,30,19.34,78.89,1.02,20.79
kakamega,0.28,34.75,2016,9,18.65,17.74,19.42,1.68,207.36,30,37.98,78.91,0.95,22.5
kakamega,0.28,34.75,2016,10,18.96,17.9,19.7,1.8,99.21,31,38.62,76.44,1.55,22.75
kakamega,0.28,34.75,2016,11,18.55,17.36,19.68,2.32,104.01,29,19.66,79.05,2.57,21.06
kakamega,0.28,34.75,2016,12,18.5,17.43,19.64,2.21,12.33,18,2.72,73.02,3.44,23.11
kakamega,0.28,34.75,2017,1,19.22,17.57,20.8,3.23,54.06,8,28.7,59.05,3.08,23.98
kakamega,0.28,34.75,2017,2,20.34,19.14,21.53,2.39,84.91,19,14.22,63.97,2.88,23.42
kakamega,0.28,34.75,2017,3,21.21,18.69,22.5,3.81,109.34,25,31.42,63.16,2.16,24.72
kakamega,0.28,34.75,2017,4,20.7,17.58,22.81,5.23,139.8,24,24.49,68.96,2.16,22.96
kakamega,0.28,34.75,2017,5,19.19,17.65,20.44,2.79,293.15,31,34.19,79.86,1.05,20.55
kakamega,0.28,34.75,2017,6,18.96,17.01,20.22,3.21,137.55,30,17.36,77.97,0.76,20.82
kakamega,0.28,34.75,2017,7,17.58,16.72,18.47,1.75,267.1,31,25.67,83.83,1.02,18.26
kakamega,0.28,34.75,2017,8,18.06,16.77,19.85,3.08,310.31,31,30.09,81.66,0.94,19.97
kakamega,0.28,34.75,2017,9,18.46,16.94,19.55,2.61,403.69,30,38.39,81.7,0.95,20.49
kakamega,0.28,34.75,2017,10,18.73,17.09,19.72,2.63,217.17,29,60.36,81.22,1.58,21.94
kakamega,0.28,34.75,2017,11,18.1,17.0,19.09,2.09,200.15,29,40.55,82.29,2.5,21.12
kakamega,0.28,34.75,2017,12,17.99,16.99,19.22,2.23,21.23,13,11.54,73.97,3.06,23.2
kakamega,0.28,34.75,2018,1,18.27,17.32,19.72,2.4,15.25,12,3.15,67.87,1.8,21.75
kakamega,0.28,34.75,2018,2,20.15,18.4,21.57,3.17,36.89,14,14.49,62.43,3.04,24.04
kakamega,0.28,34.75,2018,3,18.93,17.16,20.93,3.77,267.5,31,45.0,79.72,1.81,19.19
kakamega,0.28,34.75,2018,4,18.23,16.65,20.12,3.47,460.75,30,57.49,85.02,1.22,18.15
kakamega,0.28,34.75,2018,5,18.26,16.29,19.8,3.51,524.34,31,51.48,85.64,0.96,19.8
kakamega,0.28,34.75,2018,6,17.48,15.95,18.73,2.78,365.69,30,36.58,87.3,1.03,18.64
kakamega,0.28,34.75,2018,7,17.14,16.42,18.2,1.78,272.9,31,25.64,86.47,0.89,18.71
kakamega,0.28,34.75,2018,8,17.55,16.14,18.58,2.44,268.11,30,23.49,82.73,0.92,19.43
kakamega,0.28,34.75,2018,9,18.95,17.31,19.96,2.65,140.2,30,47.53,74.7,1.02,22.99
kakamega,0.28,34.75,2018,10,18.73,17.65,19.8,2.15,137.18,30,16.78,79.22,1.56,21.71
kakamega,0.28,34.75,2018,11,19.02,17.75,19.61,1.86,86.09,27,14.66,79.45,2.69,22.67
kakamega,0.28,34.75,2018,12,18.56,15.8,19.46,3.66,106.79,25,29.57,77.44,2.66,20.89
kakamega,0.28,34.75,2019,1,19.19,18.06,20.65,2.59,18.53,17,3.35,67.92,3.02,23.3
kakamega,0.28,34.75,2019,2,20.89,20.0,22.01,2.01,22.8,9,8.92,60.22,3.05,24.22
kakamega,0.28,34.75,2019,3,21.81,20.27,23.43,3.16,53.81,16,21.08,57.36,2.44,24.76
kakamega,0.28,34.75,2019,4,21.93,18.88,23.5,4.62,178.75,29,59.19,64.62,1.85,22.82
kakamega,0.28,34.75,2019,5,19.7,17.6,21.43,3.83,268.08,29,46.09,78.42,1.11,21.17
kakamega,0.28,34.75,2019,6,17.95,16.74,19.0,2.26,398.71,30,35.9,86.37,1.05,16.47
kakamega,0.28,34.75,2019,7,17.65,16.28,18.98,2.7,246.71,31,47.75,83.3,1.04,18.51
kakamega,0.28,34.75,2019,8,17.94,16.82,18.98,2.16,398.7,31,49.67,83.79,0.9,19.73
kakamega,0.28,34.75,2019,9,18.66,16.79,20.22,3.43,229.38,30,25.27,81.57,0.97,21.84
kakamega,0.28,34.75,2019,10,18.66,17.87,19.53,1.66,333.96,31,33.93,83.44,1.55,20.6
kakamega,0.28,34.75,2019,11,18.65,17.35,19.49,2.14,234.93,30,35.9,84.58,1.77,20.5
kakamega,0.28,34.75,2019,12,18.17,16.41,19.02,2.61,283.43,28,37.16,84.43,1.81,19.18
kakamega,0.28,34.75,2020,1,18.57,17.53,19.5,1.97,175.77,22,31.91,80.08,2.27,20.72
kakamega,0.28,34.75,2020,2,19.15,16.67,20.43,3.76,99.75,23,21.9,77.46,2.72,23.08
kakamega,0.28,34.75,2020,3,19.72,16.9,21.04,4.14,312.04,31,49.94,80.21,1.61,21.21
kakamega,0.28,34.75,2020,4,19.11,17.28,20.79,3.51,392.95,30,68.65,83.22,1.57,21.09
kakamega,0.28,34.75,2020,5,18.8,17.2,19.54,2.34,380.17,31,51.62,84.68,0.96,21.02
kakamega,0.28,34.75,2020,6,17.78,16.41,19.65,3.24,452.3,30,34.65,86.93,0.89,18.43
kakamega,0.28,34.75,2020,7,17.1,15.61,18.56,2.95,289.68,31,34.12,86.96,0.99,16.52
kakamega,0.28,34.75,2020,8,17.62,16.05,18.77,2.72,404.41,31,35.79,86.42,1.03,19.4
kakamega,0.28,34.75,2020,9,18.31,16.88,19.5,2.62,410.75,30,87.72,81.95,1.05,21.61
kakamega,0.28,34.75,2020,10,18.53,17.55,19.25,1.7,245.46,31,41.03,83.13,1.28,20.58
kakamega,0.28,34.75,2020,11,18.46,17.75,19.25,1.5,225.86,30,81.18,82.16,2.4,21.44
kakamega,0.28,34.75,2020,12,17.89,16.61,18.66,2.05,68.58,21,25.61,75.22,2.76,22.9
kakamega,0.28,34.75,2021,1,17.95,16.95,18.9,1.95,62.57,22,17.89,74.66,2.81,21.28
kakamega,0.28,34.75,2021,2,18.92,17.15,20.32,3.17,35.95,21,7.16,71.48,2.14,21.72
kakamega,0.28,34.75,2021,3,20.0,19.16,20.86,1.7,50.51,20,9.77,65.96,2.87,23.44
kakamega,0.28,34.75,2021,4,19.78,18.22,20.83,2.61,189.29,30,25.51,76.8,1.58,21.53
kakamega,0.28,34.75,2021,5,18.77,17.11,19.97,2.86,368.59,31,50.23,82.43,1.07,20.22
kakamega,0.28,34.75,2021,6,18.42,17.11,19.33,2.22,70.95,25,15.21,78.33,0.91,20.4
kakamega,0.28,34.75,2021,7,17.26,16.38,17.96,1.58,180.83,31,22.3,84.18,1.14,17.76
kakamega,0.28,34.75,2021,8,18.33,16.19,19.72,3.53,202.92,31,27.24,78.97,0.96,20.66
kakamega,0.28,34.75,2021,9,18.61,17.03,19.82,2.79,304.92,30,30.41,81.06,0.88,20.32
kakamega,0.28,34.75,2021,10,18.83,17.89,19.72,1.83,166.39,31,24.32,79.94,1.72,21.72
kakamega,0.28,34.75,2021,11,19.19,18.29,19.73,1.44,83.5,29,9.75,76.45,2.34,21.39
kakamega,0.28,34.75,2021,12,18.58,17.34,19.14,1.8,75.61,28,11.36,78.08,3.26,20.37
kakamega,0.28,34.75,2022,1,18.23,15.83,19.75,3.92,83.16,14,26.57,69.83,2.51,21.91
kakamega,0.28,34.75,2022,2,19.8,18.51,20.77,2.26,37.69,24,7.05,69.62,1.72,21.44
kakamega,0.28,34.75,2022,3,21.18,19.82,22.58,2.76,73.02,25,19.24,59.17,2.44,24.0
kakamega,0.28,34.75,2022,4,20.42,17.94,22.04,4.1,161.25,25,25.69,70.07,1.9,21.08
kakamega,0.28,34.75,2022,5,19.42,17.41,20.49,3.08,234.7,30,34.09,77.83,1.03,20.6
kakamega,0.28,34.75,2022,6,18.39,16.47,19.95,3.48,119.7,27,14.65,77.54,0.87,19.74
kakamega,0.28,34.75,2022,7,17.83,16.88,18.85,1.97,232.58,31,36.48,81.58,0.99,17.51
kakamega,0.28,34.75,2022,8,17.55,16.3,18.42,2.12,423.57,31,49.0,85.47,1.11,18.09
kakamega,0.28,34.75,2022,9,18.44,16.43,19.58,3.15,342.33,29,50.55,79.92,1.04,20.93
kakamega,0.28,34.75,2022,10,18.58,17.12,19.4,2.28,146.67,29,33.64,77.06,1.5,21.68
kakamega,0.28,34.75,2022,11,18.43,17.85,19.19,1.34,85.67,30,11.54,79.84,2.42,18.13
kakamega,0.28,34.75,2022,12,18.33,17.39,18.97,1.58,64.3,28,7.74,76.58,2.69,19.78
kakamega,0.28,34.75,2023,1,18.34,17.0,19.16,2.16,9.23,11,2.91,65.51,3.1,23.67
kakamega,0.28,34.75,2023,2,20.66,19.05,22.01,2.96,10.2,10,2.14,55.46,2.71,24.02
kakamega,0.28,34.75,2023,3,20.09,17.34,22.47,5.13,383.44,26,67.42,71.01,1.97,20.02
kakamega,0.28,34.75,2023,4,19.25,16.92,20.85,3.93,381.73,30,50.71,80.95,1.98,19.92
kakamega,0.28,34.75,2023,5,19.28,17.07,20.18,3.11,201.03,30,63.64,80.13,1.06,21.29
kakamega,0.28,34.75,2023,6,18.66,17.4,19.72,2.32,307.86,30,63.7,82.37,0.82,18.47
kakamega,0.28,34.75,2023,7,18.23,17.12,19.2,2.08,215.7,31,25.65,82.04,0.9,18.69
kakamega,0.28,34.75,2023,8,18.98,16.87,20.58,3.71,184.93,26,35.2,76.38,0.84,20.65
kakamega,0.28,34.75,2023,9,19.46,17.97,20.56,2.59,220.23,30,31.68,78.18,0.86,21.54
kakamega,0.28,34.75,2023,10,19.66,18.91,20.24,1.33,240.43,31,27.88,78.86,1.78,20.95
kakamega,0.28,34.75,2023,11,18.51,17.54,19.66,2.12,314.49,30,49.91,84.64,2.39,18.36
kakamega,0.28,34.75,2023,12,18.83,17.37,19.76,2.39,49.35,28,13.95,79.6,2.33,20.67
kakamega,0.28,34.75,2024,1,18.85,17.94,19.87,1.93,138.04,29,25.81,78.68,1.64,18.24
kakamega,0.28,34.75,2024,2,19.73,18.89,20.68,1.79,166.59,23,36.0,76.59,2.59,21.37
kakamega,0.28,34.75,2024,3,20.33,19.18,21.14,1.96,77.88,21,16.43,74.03,2.76,24.21
kakamega,0.28,34.75,2024,4,19.61,16.76,20.92,4.16,457.05,30,43.05,83.19,1.25,19.18
kakamega,0.28,34.75,2024,5,19.52,17.82,20.3,2.48,349.49,29,46.94,82.97,0.94,20.65
kakamega,0.28,34.75,2024,6,18.76,17.34,20.16,2.82,268.17,30,41.53,82.65,0.84,18.88
kakamega,0.28,34.75,2024,7,17.93,16.39,19.09,2.7,367.0,31,37.88,86.37,1.04,15.81
kakamega,0.28,34.75,2024,8,18.05,16.63,19.72,3.09,324.61,31,37.44,84.89,1.07,18.62
kakamega,0.28,34.75,2024,9,19.15,17.61,20.21,2.6,266.93,30,42.4,78.19,0.95,20.96
kakamega,0.28,34.75,2024,10,19.18,18.17,20.1,1.93,235.35,31,42.14,79.38,1.22,21.67
kakamega,0.28,34.75,2024,11,18.78,17.4,19.73,2.33,229.15,30,32.06,82.75,1.94,18.65
kakamega,0.28,34.75,2024,12,18.32,16.75,19.5,2.75,65.69,23,17.55,78.0,2.58,21.57
kisumu,-0.1,34.76,2010,1,20.22,17.9,21.88,3.98,138.52,22,30.42,66.78,2.63,22.69
kisumu,-0.1,34.76,2010,2,21.3,18.61,22.71,4.1,172.78,24,36.25,68.99,2.27,20.89
kisumu,-0.1,34.76,2010,3,20.81,19.0,22.58,3.58,257.99,31,30.4,74.55,2.31,22.25
kisumu,-0.1,34.76,2010,4,21.16,19.6,22.39,2.79,303.37,30,36.14,76.8,1.27,22.26
kisumu,-0.1,34.76,2010,5,20.34,18.94,21.53,2.59,264.75,30,27.28,79.14,1.21,20.37
kisumu,-0.1,34.76,2010,6,19.69,18.39,20.87,2.48,117.22,30,9.22,77.98,1.09,20.12
kisumu,-0.1,34.76,2010,7,19.07,17.74,20.16,2.42,106.76,26,11.15,75.68,1.39,20.26
kisumu,-0.1,34.76,2010,8,19.61,17.4,20.89,3.49,93.86,29,10.27,73.58,1.37,20.69
kisumu,-0.1,34.76,2010,9,20.21,18.73,21.22,2.49,189.19,30,22.96,73.31,1.19,21.85
kisumu,-0.1,34.76,2010,10,20.35,17.77,21.8,4.03,195.72,31,28.75,75.2,1.18,21.52
kisumu,-0.1,34.76,2010,11,20.36,19.31,21.0,1.69,106.08,29,13.13,73.86,1.87,22.02
kisumu,-0.1,34.76,2010,12,20.15,19.21,21.3,2.09,87.31,26,11.49,67.28,1.97,22.05
kisumu,-0.1,34.76,2011,1,20.68,19.55,22.51,2.96,35.88,20,5.82,61.16,2.48,23.19
kisumu,-0.1,34.76,2011,2,21.67,20.67,22.48,1.81,46.04,14,11.45,54.13,2.38,24.79
kisumu,-0.1,34.76,2011,3,21.84,18.62,23.71,5.09,244.94,23,25.22,63.77,1.79,23.05
kisumu,-0.1,34.76,2011,4,21.61,19.43,22.78,3.35,176.61,29,19.72,68.51,1.54,23.79
kisumu,-0.1,34.76,2011,5,20.45,18.04,21.73,3.69,214.36,31,20.52,77.77,0.96,21.21
kisumu,-0.1,34.76,2011,6,19.43,17.38,20.84,3.46,138.22,30,10.23,79.5,1.26,18.89
kisumu,-0.1,34.76,2011,7,19.57,18.0,20.93,2.93,94.14,31,11.59,73.71,1.16,20.51
kisumu,-0.1,34.76,2011,8,19.24,17.67,20.59,2.92,203.05,31,25.76,76.58,1.38,19.23
kisumu,-0.1,34.76,2011,9,19.8,17.92,22.0,4.08,152.5,30,16.56,76.77,1.18,21.28
kisumu,-0.1,34.76,2011,10,20.42,18.49,21.54,3.05,227.44,31,24.76,75.47,1.23,22.11
kisumu,-0.1,34.76,2011,11,19.37,17.71,20.55,2.84,398.84,30,40.65,80.56,1.4,19.43
kisumu,-0.1,34.76,2011,12,19.57,17.54,20.6,3.06,76.58,29,28.38,73.22,2.08,21.61
kisumu,-0.1,34.76,2012,1,19.96,18.12,20.85,2.73,3.51,5,1.08,59.92,2.54,24.97
kisumu,-0.1,34.76,2012,2,21.27,19.33,22.61,3.28,35.37,11,10.62,56.85,3.07,24.87
kisumu,-0.1,34.76,2012,3,22.31,19.11,24.41,5.3,43.06,13,16.38,56.4,2.15,24.46
kisumu,-0.1,34.76,2012,4,20.23,17.25,22.8,5.55,403.71,30,32.54,76.79,1.37,19.84
kisumu,-0.1,34.76,2012,5,19.7,18.28,20.61,2.33,274.23,30,20.39,80.56,1.08,20.35
kisumu,-0.1,34.76,2012,6,19.03,16.4,20.6,4.2,239.54,30,34.27,79.28,1.15,18.53
kisumu,-0.1,34.76,2012,7,18.71,17.77,19.6,1.83,71.17,31,8.06,77.75,1.25,18.7
kisumu,-0.1,34.76,2012,8,19.2,17.4,20.02,2.62,151.27,30,14.58,75.98,1.34,21.12
kisumu,-0.1,34.76,2012,9,20.11,18.44,21.43,2.99,180.87,30,14.37,73.54,1.05,22.94
kisumu,-0.1,34.76,2012,10,20.59,18.29,21.75,3.46,229.27,31,23.62,73.45,1.62,22.42
kisumu,-0.1,34.76,2012,11,20.05,18.21,21.27,3.06,265.92,29,63.7,78.64,1.39,22.06
kisumu,-0.1,34.76,2012,12,20.06,18.89,21.11,2.22,205.87,30,30.26,76.5,1.95,20.9
kisumu,-0.1,34.76,2013,1,20.37,18.86,21.78,2.92,68.41,22,16.54,71.17,2.41,22.96
kisumu,-0.1,34.76,2013,2,21.24,19.0,22.39,3.39,22.43,10,8.87,63.49,2.53,24.28
kisumu,-0.1,34.76,2013,3,21.98,19.73,23.2,3.47,229.6,25,35.38,68.02,1.77,22.98
kisumu,-0.1,34.76,2013,4,19.95,18.27,21.1,2.83,443.59,30,57.09,82.16,1.27,21.24
kisumu,-0.1,34.76,2013,5,20.17,18.31,21.32,3.01,208.13,30,37.02,77.3,1.05,22.25
kisumu,-0.1,34.76,2013,6,19.38,17.86,20.35,2.49,71.43,30,7.77,77.58,1.14,19.77
kisumu,-0.1,34.76,2013,7,18.98,17.14,20.16,3.02,67.6,28,6.75,72.82,1.21,20.93
kisumu,-0.1,34.76,2013,8,19.26,18.08,20.77,2.69,144.55,31,11.77,75.65,1.22,21.56
kisumu,-0.1,34.76,2013,9,20.22,17.87,21.58,3.71,168.45,28,17.07,74.1,1.12,22.24
kisumu,-0.1,34.76,2013,10,20.55,19.36,21.48,2.12,93.23,28,10.15,71.62,1.25,23.49
kisumu,-0.1,34.76,2013,11,20.32,18.46,21.75,3.29,141.32,29,18.62,74.93,1.73,21.03
kisumu,-0.1,34.76,2013,12,20.1,17.94,21.36,3.42,133.73,28,35.33,72.67,2.04,20.62
kisumu,-0.1,34.76,2014,1,21.32,20.09,22.56,2.47,17.42,15,3.93,60.89,2.28,23.69
kisumu,-0.1,34.76,2014,2,21.61,19.97,22.66,2.69,59.37,21,11.28,63.23,2.12,22.32
kisumu,-0.1,34.76,2014,3,21.99,17.42,24.14,6.72,187.95,21,52.91,63.68,2.33,23.28
kisumu,-0.1,34.76,2014,4,21.55,20.57,22.95,2.38,80.68,22,14.01,70.84,1.21,23.05
kisumu,-0.1,34.76,2014,5,20.95,18.96,22.77,3.81,196.56,31,26.89,74.37,1.1,21.12
kisumu,-0.1,34.76,2014,6,20.11,18.68,21.36,2.68,109.1,29,13.37,75.25,1.1,19.81
kisumu,-0.1,34.76,2014,7,19.69,18.16,20.93,2.77,82.13,31,8.32,74.46,1.32,19.65
kisumu,-0.1,34.76,2014,8,19.32,17.87,20.95,3.08,131.22,31,10.21,75.83,1.22,20.18
kisumu,-0.1,34.76,2014,9,20.43,17.83,22.2,4.37,112.91,25,12.23,71.63,1.14,22.72
kisumu,-0.1,34.76,2014,10,20.54,18.23,22.13,3.9,228.95,30,27.9,74.7,1.31,22.14
kisumu,-0.1,34.76,2014,11,20.49,18.68,21.93,3.25,149.43,30,17.47,75.16,1.63,21.17
kisumu,-0.1,34.76,2014,12,20.61,18.38,21.67,3.29,86.82,26,15.74,68.44,2.25,21.75
kisumu,-0.1,34.76,2015,1,21.01,19.44,22.23,2.79,7.73,11,4.03,52.39,2.21,23.93
kisumu,-0.1,34.76,2015,2,23.03,19.19,23.83,4.64,41.69,15,21.07,51.96,2.17,24.37
